ID,SHIRT_N,AGE,ACTUAL AGE,HEIGHT,FOOT,SQUAD_RANKING,OPPONENT RANKING,M_WEEKDAY,M_MONTH,M_SEASON,YEAR,COMPETITION_N,ROUND_N,VENUE_N,STARTER,STRIKER,Penalty,Penalty_shooter,MINUTES,GOALS
PL-FW-RL35,9,33,35,185,1,27,210,1,9,3,2021,2,1,2,1,1,0,1,45,2
PL-FW-RL35,9,33,35,185,1,27,4,4,9,3,2021,2,1,1,1,1,0,1,90,0
PL-FW-RL35,9,33,35,185,1,27,210,7,10,3,2021,2,1,1,1,1,0,1,65,0
PL-FW-RL35,9,33,35,185,1,27,66,3,10,3,2021,2,1,2,1,1,0,1,90,0
PL-FW-RL35,9,33,35,185,1,27,155,6,11,3,2021,2,1,2,1,1,0,1,90,2
PL-FW-RL35,9,34,35,185,1,22,23,3,3,1,2022,2,5,1,1,1,1,1,90,1
PL-FW-RL35,9,34,35,185,1,22,28,4,6,2,2022,2,1,1,1,1,0,1,90,0
PL-FW-RL35,9,34,35,185,1,22,4,4,6,2,2022,2,1,2,1,1,0,1,68,1
PL-FW-RL35,9,34,35,185,1,22,4,3,6,2,2022,2,1,1,1,1,0,1,90,0
PL-FW-RL35,9,34,35,185,1,22,6,5,9,3,2022,2,1,1,1,1,0,1,90,0
PL-FW-RL35,9,34,35,185,1,22,28,1,9,3,2022,2,1,2,1,1,0,1,90,0
PL-FW-RL35,9,34,35,185,1,22,15,3,11,3,2022,4,1,3,1,1,0,1,90,0
PL-FW-RL35,9,34,35,185,1,22,49,7,11,3,2022,4,1,3,1,1,0,1,90,1
PL-FW-RL35,9,34,35,185,1,22,2,4,11,3,2022,4,1,3,1,1,0,1,90,0
PL-FW-RL35,9,34,35,185,1,22,3,1,12,4,2022,4,2,3,1,1,1,1,90,1
PL-FW-RL35,9,35,35,185,1,31,39,6,3,1,2023,2,1,2,1,1,0,1,90,0
PL-FW-RL35,9,35,35,185,1,31,62,2,3,1,2023,2,1,1,1,1,0,1,90,0
PL-FW-RL35,9,35,35,185,1,31,16,6,6,2,2023,1,0,1,1,1,0,1,45,0
PL-FW-RL35,9,35,35,185,1,31,155,3,6,2,2023,2,1,2,1,1,0,1,90,1
PL-FW-RL35,9,35,35,185,1,31,135,5,9,3,2023,2,1,1,1,1,1,1,90,2
PL-FW-RL35,9,35,35,185,1,31,62,1,9,3,2023,2,1,2,1,1,0,1,90,0
PL-FW-RL35,9,35,35,185,1,31,39,6,11,3,2023,2,1,1,1,1,0,1,90,0
PL-FW-RL35,9,35,35,185,1,31,137,3,11,3,2023,1,0,1,1,1,0,1,60,1
PL-FW-RL35,9,36,35,185,1,28,123,5,3,1,2024,2,4,1,1,1,0,1,90,0
PL-FW-RL35,9,36,35,185,1,28,29,3,3,1,2024,2,5,2,1,1,0,1,120,0
CZ-FW-AH21,16,18,21,180,1,42,33,6,9,3,2020,2,1,2,1,1,0,0,71,0
CZ-FW-AH21,16,18,21,180,1,42,100,4,10,3,2020,1,0,2,0,0,0,0,29,0
CZ-FW-AH21,16,19,21,180,1,32,66,3,6,2,2021,1,0,1,0,0,0,0,27,0
CZ-FW-AH21,16,19,21,180,1,32,38,2,6,2,2021,3,1,3,0,0,0,0,19,0
CZ-FW-AH21,16,19,21,180,1,32,15,6,6,2,2021,3,1,3,0,0,0,0,28,0
CZ-FW-AH21,16,19,21,180,1,32,4,3,6,2,2021,3,1,3,0,0,0,0,27,0
CZ-FW-AH21,16,19,21,180,1,32,10,1,6,2,2021,3,2,3,0,0,0,0,6,0
CZ-FW-AH21,16,19,21,180,1,32,94,5,9,3,2021,2,1,1,1,0,0,0,77,0
CZ-FW-AH21,16,19,21,180,1,32,1,1,9,3,2021,2,1,2,1,0,0,0,76,0
CZ-FW-AH21,16,19,21,180,1,32,25,4,9,3,2021,1,0,1,0,0,0,0,45,0
CZ-FW-AH21,16,19,21,180,1,32,19,6,10,3,2021,2,1,1,1,0,0,0,89,0
CZ-FW-AH21,16,19,21,180,1,32,94,2,10,3,2021,2,1,2,1,0,0,0,87,1
CZ-FW-AH21,16,20,21,180,1,38,23,5,3,1,2022,2,4,2,1,0,0,0,120,0
CZ-FW-AH21,16,20,21,180,1,38,28,3,3,1,2022,1,0,3,0,0,0,0,10,0
CZ-FW-AH21,16,20,21,180,1,38,12,5,6,2,2022,2,1,1,1,1,0,0,86,0
CZ-FW-AH21,16,20,21,180,1,38,10,1,6,2,2022,2,1,1,0,0,0,0,32,0
CZ-FW-AH21,16,20,21,180,1,38,9,5,6,2,2022,2,1,2,1,1,0,0,72,0
CZ-FW-AH21,16,20,21,180,1,38,10,1,6,2,2022,2,1,2,0,0,0,0,32,0
CZ-FW-AH21,16,20,21,180,1,38,9,7,9,3,2022,2,1,1,1,1,0,0,62,0
CZ-FW-AH21,16,21,21,180,1,39,31,6,3,1,2023,2,1,1,1,1,0,0,88,0
CZ-FW-AH21,16,21,21,180,1,39,155,2,3,1,2023,2,1,2,1,1,0,0,82,0
CZ-FW-AH21,16,21,21,180,1,39,135,7,6,2,2023,2,1,2,1,0,0,0,68,0
CZ-FW-AH21,16,21,21,180,1,39,70,3,6,2,2023,1,0,2,0,0,0,0,21,1
CZ-FW-AH21,16,21,21,180,1,39,62,5,9,3,2023,2,1,1,0,0,0,0,20,0
CZ-FW-AH21,16,21,21,180,1,39,27,1,9,3,2023,1,0,2,1,1,0,0,82,0
CZ-FW-AH21,16,21,21,180,1,39,62,5,10,3,2023,2,1,2,0,0,0,0,27,0
CZ-FW-AH21,16,21,21,180,1,39,135,1,10,3,2023,2,1,1,1,0,0,0,90,0
CZ-FW-AH21,16,21,21,180,1,39,31,6,11,3,2023,2,1,2,0,0,0,0,45,0
CZ-FW-AH21,16,21,21,180,1,39,155,2,11,3,2023,2,1,1,1,1,0,0,57,0
CZ-FW-AH21,16,22,21,180,1,36,47,6,3,1,2024,1,0,2,0,0,0,0,30,0
CZ-FW-AH21,16,22,21,180,1,36,95,3,3,1,2024,1,0,1,1,1,0,0,63,0
SCT-FW-CA27,9,25,27,175,1,38,31,5,3,1,2021,2,1,1,0,0,0,0,25,0
SCT-FW-CA27,9,25,27,175,1,38,78,1,3,1,2021,2,1,2,1,1,0,0,74,0
SCT-FW-CA27,9,25,27,175,1,38,123,4,3,1,2021,2,1,1,1,1,0,0,72,1
SCT-FW-CA27,9,25,27,175,1,38,93,1,6,2,2021,1,0,2,1,1,0,0,90,1
SCT-FW-CA27,9,25,27,175,1,38,32,2,6,2,2021,3,1,3,0,1,0,0,45,0
SCT-FW-CA27,9,25,27,175,1,38,4,6,6,2,2021,3,1,3,1,1,0,0,85,0
SCT-FW-CA27,9,25,27,175,1,38,15,3,6,2,2021,3,1,3,1,1,0,0,83,0
SCT-FW-CA27,9,25,27,175,1,38,9,4,9,3,2021,2,1,2,1,1,0,0,70,0
SCT-FW-CA27,9,25,27,175,1,38,181,7,9,3,2021,2,1,1,0,0,0,0,26,0
SCT-FW-CA27,9,25,27,175,1,38,31,3,9,3,2021,2,1,2,1,1,0,0,87,0
SCT-FW-CA27,9,25,27,175,1,38,78,7,10,3,2021,2,1,1,1,1,0,0,66,0
SCT-FW-CA27,9,25,27,175,1,38,181,6,11,3,2021,2,1,2,1,1,0,0,84,1
SCT-FW-CA27,9,25,27,175,1,38,9,2,11,3,2021,2,1,1,1,1,0,0,90,1
SCT-FW-CA27,9,26,27,175,1,42,22,5,3,1,2022,1,0,3,1,1,0,0,89,0
SCT-FW-CA27,9,26,27,175,1,42,34,3,3,1,2022,1,0,3,1,1,0,0,65,0
SCT-FW-CA27,9,26,27,175,1,42,26,4,6,2,2022,2,4,1,1,1,0,0,90,0
SCT-FW-CA27,9,26,27,175,1,42,95,4,6,2,2022,2,1,1,1,1,0,0,86,0
SCT-FW-CA27,9,26,27,175,1,42,48,7,6,2,2022,2,1,2,1,1,0,0,57,0
SCT-FW-CA27,9,26,27,175,1,42,95,3,6,2,2022,2,1,2,1,1,0,0,73,1
SCT-FW-CA27,9,26,27,175,1,42,26,4,9,3,2022,2,1,1,1,1,0,0,75,0
SCT-FW-CA27,9,26,27,175,1,42,48,7,9,3,2022,2,1,1,0,0,0,0,6,0
SCT-FW-CA27,9,26,27,175,1,42,26,3,9,3,2022,2,1,2,1,1,0,0,78,0
SCT-FW-CA27,9,27,27,175,1,36,125,7,3,1,2023,2,1,1,1,1,0,0,57,0
SCT-FW-CA27,9,27,27,175,1,36,125,6,9,3,2023,2,1,2,1,1,0,0,66,0
SCT-FW-CA27,9,27,27,175,1,36,3,3,9,3,2023,1,0,1,1,1,0,0,58,0
SCT-FW-CA27,9,27,27,175,1,36,8,5,10,3,2023,2,1,2,0,0,0,0,12,0
SCT-FW-CA27,9,27,27,175,1,36,2,3,10,3,2023,1,0,2,1,1,0,0,63,0
SCT-FW-CA27,9,28,27,175,1,39,7,6,3,1,2024,1,0,2,0,0,0,0,23,0
SCT-FW-CA27,9,28,27,175,1,39,73,3,3,1,2024,1,0,1,0,0,0,0,21,0
DK-FW-KD26,16,19,26,186,1,46,98,6,11,3,2016,2,1,1,0,0,0,0,9,0
DK-FW-KD26,16,20,26,186,1,12,1,3,6,2,2017,1,0,1,0,0,0,0,15,0
DK-FW-KD26,16,20,26,186,1,12,137,7,6,2,2017,2,1,2,0,0,0,0,23,1
DK-FW-KD26,16,20,26,186,1,12,41,1,10,3,2017,2,1,1,0,0,0,0,21,0
DK-FW-KD26,16,21,26,186,1,10,14,7,6,2,2018,1,0,2,0,0,0,0,18,0
DK-FW-KD26,16,21,26,186,1,10,17,7,6,2,2018,1,0,1,0,0,0,0,45,0
DK-FW-KD26,16,21,26,186,1,10,2,3,6,2,2018,4,1,3,0,1,0,0,16,0
DK-FW-KD26,16,21,26,186,1,10,33,7,10,3,2018,2,1,2,1,1,0,0,78,0
DK-FW-KD26,16,21,26,186,1,10,22,3,10,3,2018,1,0,1,1,1,0,0,45,0
DK-FW-KD26,16,21,26,186,1,10,19,6,11,3,2018,2,1,2,0,0,0,0,21,0
DK-FW-KD26,16,21,26,186,1,16,115,5,3,1,2019,1,0,2,0,0,0,0,31,0
DK-FW-KD26,16,22,26,186,1,16,34,6,6,2,2019,2,1,1,0,0,0,0,26,0
DK-FW-KD26,16,22,26,186,1,16,91,2,6,2,2019,2,1,1,1,1,0,0,90,2
DK-FW-KD26,16,22,26,186,1,16,91,1,9,3,2019,2,1,2,1,1,0,0,66,0
DK-FW-KD26,16,22,26,186,1,16,98,3,10,3,2019,1,0,1,1,1,0,0,60,2
DK-FW-KD26,16,22,26,186,1,16,196,6,11,3,2019,2,1,1,0,0,0,0,36,0
DK-FW-KD26,16,22,26,186,1,16,34,2,11,3,2019,2,1,2,0,0,0,0,58,0
DK-FW-KD26,16,23,26,186,1,12,1,7,9,3,2020,2,1,1,1,1,0,0,82,0
DK-FW-KD26,16,23,26,186,1,12,4,3,9,3,2020,2,1,1,1,1,0,0,75,0
DK-FW-KD26,16,23,26,186,1,12,46,1,10,3,2020,2,1,2,1,1,0,0,78,0
DK-FW-KD26,16,23,26,186,1,12,4,4,10,3,2020,2,1,2,1,1,0,0,36,0
DK-FW-KD26,16,23,26,186,1,12,20,4,11,3,2020,1,0,1,1,1,0,0,45,0
DK-FW-KD26,16,23,26,186,1,9,181,1,3,1,2021,2,1,1,1,1,1,1,90,2
DK-FW-KD26,16,23,26,186,1,9,31,4,3,1,2021,2,1,2,0,0,0,1,14,0
DK-FW-KD26,16,24,26,186,1,9,12,4,6,2,2021,1,0,2,0,0,0,1,45,0
DK-FW-KD26,16,24,26,186,1,9,61,1,6,2,2021,1,0,1,1,1,0,1,45,0
DK-FW-KD26,16,24,26,186,1,9,34,2,6,2,2021,3,1,3,0,1,0,1,31,0
DK-FW-KD26,16,24,26,186,1,9,19,7,6,2,2021,3,2,3,1,1,0,1,69,2
DK-FW-KD26,16,24,26,186,1,9,32,7,7,2,2021,3,3,2,1,1,0,1,58,1
DK-FW-KD26,16,24,26,186,1,9,4,4,7,2,2021,3,4,2,1,1,0,1,66,0
DK-FW-KD26,16,24,26,186,1,9,181,7,10,3,2021,2,1,2,0,0,0,1,45,0
DK-FW-KD26,16,24,26,186,1,9,31,3,10,3,2021,2,1,1,0,0,0,1,47,0
DK-FW-KD26,16,24,26,186,1,18,6,7,3,1,2022,1,0,3,0,0,0,1,33,0
DK-FW-KD26,16,24,26,186,1,18,29,3,3,1,2022,1,0,3,1,1,0,1,55,0
DK-FW-KD26,16,25,26,186,1,18,3,6,6,2,2022,2,1,2,1,1,0,1,58,0
DK-FW-KD26,16,25,26,186,1,18,7,5,9,3,2022,2,1,2,0,0,0,1,2,0
DK-FW-KD26,16,25,26,186,1,18,3,1,9,3,2022,2,1,1,1,1,0,1,58,1
DK-FW-KD26,16,25,26,186,1,18,30,3,11,3,2022,4,1,3,1,1,0,1,64,0
DK-FW-KD26,16,25,26,186,1,18,3,7,11,3,2022,4,1,3,0,1,0,1,18,0
DK-FW-KD26,16,25,26,186,1,18,27,4,11,3,2022,4,1,3,0,1,0,1,32,0
DK-FW-KD26,16,26,26,186,1,19,100,7,10,3,2023,2,1,1,1,0,0,1,68,0
DK-FW-KD26,16,26,26,186,1,19,54,6,11,3,2023,2,1,1,0,0,0,1,5,0
DK-FW-KD26,16,26,26,186,1,19,72,2,11,3,2023,2,1,2,1,1,0,1,90,0
DK-FW-KD26,16,26,26,186,1,21,19,7,3,1,2024,1,0,1,0,0,0,1,7,0
DK-FW-KD26,16,26,26,186,1,21,133,3,3,1,2024,1,0,1,1,1,0,1,75,0
PT-FW-GR22,9,23,22,184,1,9,35,5,11,3,2022,1,0,3,0,0,0,0,24,1
PT-FW-GR22,9,23,22,184,1,9,58,5,11,3,2022,4,1,3,0,1,0,0,3,0
PT-FW-GR22,9,23,22,184,1,9,16,2,11,3,2022,4,1,3,0,1,0,0,9,0
PT-FW-GR22,9,23,22,184,1,9,12,3,12,4,2022,4,2,3,1,1,0,0,72,3
PT-FW-GR22,9,23,22,184,1,9,11,7,12,4,2022,4,3,3,1,0,0,0,68,0
PT-FW-GR22,9,23,22,184,1,7,203,5,3,1,2023,2,1,1,0,0,0,0,13,0
PT-FW-GR22,9,23,22,184,1,7,83,1,3,1,2023,2,1,2,0,0,0,0,27,0
PT-FW-GR22,9,23,22,184,1,7,83,2,9,3,2023,2,1,1,1,1,0,0,60,2
PT-FW-GR22,9,23,22,184,1,7,45,6,10,3,2023,2,1,1,1,1,0,0,86,1
PT-FW-GR22,9,23,22,184,1,7,203,5,11,3,2023,2,1,2,1,1,0,0,90,0
PT-FW-GR22,9,23,22,184,1,6,27,5,3,1,2024,1,0,1,1,1,0,0,62,1
DE-FW-NF31,11,31,31,188,1,14,75,4,11,3,2022,1,0,3,0,0,0,0,45,1
DE-FW-NF31,11,31,31,188,1,14,20,4,11,3,2022,4,1,3,0,1,0,0,12,0
DE-FW-NF31,11,31,31,188,1,14,10,1,11,3,2022,4,1,3,0,1,0,0,21,1
DE-FW-NF31,11,31,31,188,1,14,32,5,12,4,2022,4,1,3,0,1,0,0,36,1
DE-FW-NF31,11,31,31,188,1,16,35,7,3,1,2023,1,0,1,1,1,0,0,74,2
DE-FW-NF31,11,31,31,188,1,16,4,3,3,1,2023,1,0,1,1,1,1,1,79,1
DE-FW-NF31,11,31,31,188,1,16,22,2,6,2,2023,1,0,1,1,1,0,1,45,1
DE-FW-NF31,11,31,31,188,1,16,31,6,6,2,2023,1,0,2,0,0,0,1,23,0
DE-FW-NF31,11,31,31,188,1,16,14,3,6,2,2023,1,0,1,0,0,0,1,25,0
DE-FW-NF31,11,31,31,188,1,16,12,7,10,3,2023,1,0,2,1,1,0,1,80,1
DE-FW-NF31,11,31,31,188,1,16,15,3,10,3,2023,1,0,3,0,0,0,1,45,1
DE-FW-NF31,11,31,31,188,1,16,37,7,11,3,2023,1,0,1,1,1,0,1,90,1
DE-FW-NF31,11,31,31,188,1,16,24,3,11,3,2023,1,0,2,1,1,0,1,45,0
DE-FW-NF31,11,31,31,188,1,16,2,7,3,1,2024,1,0,2,0,0,0,1,11,0
DE-FW-NF31,11,31,31,188,1,16,7,3,3,1,2024,1,0,1,0,0,0,1,18,1
BE-FW-RL31,9,31,31,192,2,57,3,6,9,3,2010,2,1,1,1,0,0,1,72,0
BE-FW-RL31,9,31,31,192,2,57,31,3,9,3,2010,2,1,2,1,0,0,1,75,0
BE-FW-RL31,9,31,31,192,2,57,138,6,10,3,2010,2,1,2,1,0,0,1,45,0
BE-FW-RL31,9,31,31,192,2,57,46,3,10,3,2010,2,1,1,0,0,0,1,18,0
BE-FW-RL31,9,31,31,192,2,41,112,6,9,3,2011,2,1,2,1,0,0,1,60,0
BE-FW-RL31,9,31,31,192,2,41,3,3,10,3,2011,2,1,2,0,0,0,1,45,0
BE-FW-RL31,9,31,31,192,2,21,82,6,9,3,2012,2,1,2,0,0,0,1,45,0
BE-FW-RL31,9,31,31,192,2,11,30,6,6,2,2013,2,1,1,0,0,0,1,8,0
BE-FW-RL31,9,31,31,192,2,11,16,6,10,3,2013,2,1,2,1,0,0,1,67,2
BE-FW-RL31,9,31,31,192,2,11,56,3,10,3,2013,2,1,1,1,0,0,1,90,0
BE-FW-RL31,9,31,31,192,2,4,28,4,3,1,2014,1,0,1,0,0,0,1,18,0
BE-FW-RL31,9,31,31,192,2,4,128,2,5,1,2014,1,0,1,1,0,0,1,60,3
BE-FW-RL31,9,31,31,192,2,4,44,1,6,2,2014,1,0,2,1,0,0,1,73,1
BE-FW-RL31,9,31,31,192,2,4,22,7,6,2,2014,1,0,1,0,0,0,1,28,0
BE-FW-RL31,9,31,31,192,2,4,18,3,6,2,2014,4,1,3,1,0,0,1,57,0
BE-FW-RL31,9,31,31,192,2,4,31,1,6,2,2014,4,1,3,1,0,0,1,56,0
BE-FW-RL31,9,31,31,192,2,4,27,3,7,2,2014,4,2,3,0,0,0,1,30,1
BE-FW-RL31,9,31,31,192,2,4,2,7,7,2,2014,4,3,3,0,0,0,1,32,0
BE-FW-RL31,9,31,31,192,2,4,201,6,10,3,2014,2,1,1,0,0,0,1,25,0
BE-FW-RL31,9,31,31,192,2,4,29,2,10,3,2014,2,1,2,1,1,0,1,56,0
BE-FW-RL31,9,31,31,192,2,4,33,4,11,3,2014,1,0,1,0,0,0,1,45,1
BE-FW-RL31,9,31,31,192,2,1,25,1,6,2,2015,1,0,2,0,0,0,1,32,0
BE-FW-RL31,9,31,31,192,2,1,17,6,6,2,2015,2,1,2,0,0,0,1,45,0
BE-FW-RL31,9,31,31,192,2,1,22,5,9,3,2015,2,1,1,1,1,0,1,81,0
BE-FW-RL31,9,31,31,192,2,1,69,3,10,3,2015,2,1,1,1,1,0,1,64,0
BE-FW-RL31,9,31,31,192,2,1,15,6,11,3,2015,1,0,1,1,1,0,1,62,0
BE-FW-RL31,9,31,31,192,2,5,8,3,3,1,2016,1,0,2,1,1,0,1,90,1
BE-FW-RL31,9,31,31,192,2,5,11,7,5,1,2016,1,0,2,1,1,0,1,57,1
BE-FW-RL31,9,31,31,192,2,5,94,4,6,2,2016,1,0,1,0,0,0,1,12,1
BE-FW-RL31,9,31,31,192,2,5,83,1,6,2,2016,1,0,1,1,1,0,1,90,1
BE-FW-RL31,9,31,31,192,2,5,16,2,6,2,2016,3,1,3,1,1,0,1,72,0
BE-FW-RL31,9,31,31,192,2,5,23,7,6,2,2016,3,1,3,1,1,0,1,82,2
BE-FW-RL31,9,31,31,192,2,5,41,4,6,2,2016,3,1,3,1,1,0,1,86,0
BE-FW-RL31,9,31,31,192,2,5,26,1,6,2,2016,3,2,3,1,1,0,1,75,0
BE-FW-RL31,9,31,31,192,2,5,12,6,7,2,2016,3,3,3,1,1,0,1,82,0
BE-FW-RL31,9,31,31,192,2,5,10,5,9,3,2016,1,0,1,0,0,0,1,24,0
BE-FW-RL31,9,31,31,192,2,5,115,3,9,3,2016,2,1,2,1,1,0,1,72,2
BE-FW-RL31,9,31,31,192,2,5,27,6,10,3,2016,2,1,1,1,1,0,1,81,1
BE-FW-RL31,9,31,31,192,2,5,22,4,11,3,2016,1,0,2,0,0,0,1,27,0
BE-FW-RL31,9,31,31,192,2,5,116,1,11,3,2016,2,1,1,1,1,0,1,90,2
BE-FW-RL31,9,31,31,192,2,5,47,7,3,1,2017,2,1,1,1,1,0,1,90,1
BE-FW-RL31,9,31,31,192,2,5,64,3,3,1,2017,1,0,2,0,0,0,1,14,0
BE-FW-RL31,9,31,31,192,2,5,48,2,6,2,2017,1,0,1,1,1,0,1,45,0
BE-FW-RL31,9,31,31,192,2,5,89,6,6,2,2017,2,1,2,1,1,0,1,90,0
BE-FW-RL31,9,31,31,192,2,5,206,5,8,2,2017,2,1,1,1,1,1,1,90,3
BE-FW-RL31,9,31,31,192,2,5,47,1,9,3,2017,2,1,2,1,1,0,1,90,1
BE-FW-RL31,9,31,31,192,2,5,91,3,10,3,2017,2,1,1,0,0,0,1,25,1
BE-FW-RL31,9,31,31,192,2,5,16,6,11,3,2017,1,0,1,1,1,0,1,87,2
BE-FW-RL31,9,31,31,192,2,5,57,3,11,3,2017,1,0,1,1,1,0,1,90,1
BE-FW-RL31,9,31,31,192,2,1,69,3,3,1,2018,1,0,1,1,1,0,1,78,2
BE-FW-RL31,9,31,31,192,2,1,6,7,6,2,2018,1,0,1,1,1,0,1,45,0
BE-FW-RL31,9,31,31,192,2,1,56,4,6,2,2018,1,0,1,1,1,0,1,45,1
BE-FW-RL31,9,31,31,192,2,1,36,2,6,2,2018,1,0,1,1,1,0,1,64,2
BE-FW-RL31,9,31,31,192,2,1,71,2,6,2,2018,4,1,3,1,1,0,1,90,2
BE-FW-RL31,9,31,31,192,2,1,26,7,6,2,2018,4,1,3,1,1,0,1,58,2
BE-FW-RL31,9,31,31,192,2,1,50,2,7,2,2018,4,2,3,1,1,0,1,90,0
BE-FW-RL31,9,31,31,192,2,1,3,6,7,2,2018,4,3,3,1,0,0,1,86,0
BE-FW-RL31,9,31,31,192,2,1,2,3,7,2,2018,4,4,3,1,1,0,1,90,0
BE-FW-RL31,9,31,31,192,2,1,5,7,7,2,2018,4,4,3,1,1,0,1,59,0
BE-FW-RL31,9,31,31,192,2,1,38,6,9,3,2018,1,0,2,1,1,0,1,45,1
BE-FW-RL31,9,31,31,192,2,1,37,3,9,3,2018,2,1,2,1,1,0,1,90,2
BE-FW-RL31,9,31,31,192,2,1,8,6,10,3,2018,2,1,1,1,1,0,1,90,2
BE-FW-RL31,9,31,31,192,2,1,14,3,10,3,2018,1,0,1,1,1,0,1,45,0
BE-FW-RL31,9,31,31,192,2,1,118,7,6,2,2019,2,1,1,1,1,0,1,71,1
BE-FW-RL31,9,31,31,192,2,1,50,3,6,2,2019,2,1,1,1,1,0,1,90,2
BE-FW-RL31,9,31,31,192,2,1,50,2,9,3,2019,2,1,2,1,1,0,1,90,1
BE-FW-RL31,9,31,31,192,2,1,209,5,10,3,2019,2,1,1,1,1,0,1,75,2
BE-FW-RL31,9,31,31,192,2,1,38,7,11,3,2019,2,1,2,1,1,0,1,76,1
BE-FW-RL31,9,31,31,192,2,1,12,7,9,3,2020,2,1,2,1,1,0,1,90,0
BE-FW-RL31,9,31,31,192,2,1,4,1,10,3,2020,2,1,2,1,1,1,1,90,1
BE-FW-RL31,9,31,31,192,2,1,46,4,10,3,2020,2,1,2,0,1,1,1,90,2
BE-FW-RL31,9,31,31,192,2,1,4,1,11,3,2020,2,1,1,1,1,0,1,90,0
BE-FW-RL31,9,31,31,192,2,1,12,4,11,3,2020,2,1,1,1,1,0,1,90,2
BE-FW-RL31,9,31,31,192,2,1,19,4,3,1,2021,2,1,1,1,1,1,1,90,1
BE-FW-RL31,9,31,31,192,2,1,32,7,3,1,2021,2,1,2,1,1,0,1,90,1
BE-FW-RL31,9,31,31,192,2,1,55,5,6,2,2021,1,0,1,0,1,0,1,45,0
BE-FW-RL31,9,31,31,192,2,1,15,1,6,2,2021,1,0,1,1,1,0,1,90,1
BE-FW-RL31,9,31,31,192,2,1,34,7,6,2,2021,3,1,3,1,1,0,1,90,2
BE-FW-RL31,9,31,31,192,2,1,9,5,6,2,2021,3,1,3,1,1,0,1,90,0
BE-FW-RL31,9,31,31,192,2,1,58,2,6,2,2021,3,1,3,1,1,0,1,83,1
BE-FW-RL31,9,31,31,192,2,1,8,1,6,2,2021,3,2,3,1,1,0,1,90,0
BE-FW-RL31,9,31,31,192,2,1,6,6,7,2,2021,3,3,1,1,1,1,1,90,1
BE-FW-RL31,9,31,31,192,2,1,107,5,9,3,2021,2,1,2,1,1,0,1,73,2
BE-FW-RL31,9,31,31,192,2,1,32,1,9,3,2021,2,1,1,1,1,0,1,80,1
BE-FW-RL31,9,31,31,192,2,1,3,5,10,3,2021,2,4,3,1,1,0,1,90,1
BE-FW-RL31,9,31,31,192,2,4,6,6,6,2,2022,2,1,1,1,1,0,1,25,0
BE-FW-RL31,9,31,31,192,2,4,11,1,11,3,2022,4,1,3,0,1,0,1,10,0
BE-FW-RL31,9,31,31,192,2,4,7,5,12,4,2022,4,1,3,0,1,0,1,45,0
BE-FW-RL31,9,31,31,192,2,4,26,6,3,1,2023,2,1,2,1,1,0,1,84,3
BE-FW-RL31,9,31,31,192,2,4,16,3,3,1,2023,1,0,2,1,1,0,1,67,1
BE-FW-RL31,9,31,31,192,2,4,24,7,6,2,2023,2,1,1,0,1,0,1,90,1
BE-FW-RL31,9,31,31,192,2,4,122,3,6,2,2023,2,1,2,0,1,0,1,68,2
